student_id,ai_usage_frequency,linear_algebra_score,ideology_score,probability_score,calculus_¢ñ_score,calculus_¢ò_score,Microelectronic_devices_score,physics_¢ñ_score,physics_¢ò_score,signal_and_system_score,modern_history_score,overall_gpa
2022340104003,0.9,70 ,85 ,73 ,85 ,76 ,88 ,82 ,67 ,70 ,76 ,3.23
2022340102027,0.73,94 ,90 ,86 ,90 ,92 ,65 ,92 ,79 ,91 ,83 ,3.7
2022340105027,0.43,81 ,83 ,77 ,87 ,87 ,72 ,95 ,69 ,78 ,81 ,3.49
2022340107014,0.7,67 ,73 ,89 ,83 ,72 ,76 ,86 ,81 ,93 ,84 ,3.43
2022340106020,0.49,70 ,83 ,70 ,80 ,79 ,74 ,83 ,75 ,70 ,81 ,3.17
2022340106003,0.91,75 ,88 ,73 ,84 ,80 ,62 ,81 ,76 ,77 ,85 ,3.27
2022340102024,0.9,75 ,85 ,75 ,85 ,79 ,75 ,89 ,85 ,81 ,78 ,3.54
2022340102001,0.44,86 ,84 ,83 ,81 ,91 ,61 ,88 ,75 ,76 ,76 ,3.39
2022340101009,0.85,93 ,89 ,78 ,94 ,79 ,67 ,88 ,68 ,76 ,81 ,3.39
2022340107002,0.6,78 ,88 ,73 ,91 ,77 ,72 ,92 ,68 ,82 ,87 ,3.42
2022340106027,0.31,77 ,79 ,78 ,93 ,71 ,67 ,87 ,74 ,80 ,83 ,3.3
2022340108005,0.8,68 ,66 ,79 ,87 ,95 ,74 ,83 ,83 ,76 ,85 ,3.41
2022340101008,0.84,80 ,81 ,82 ,78 ,68 ,77 ,83 ,82 ,79 ,83 ,3.39
2022340106013,0.19,74 ,83 ,71 ,83 ,72 ,67 ,84 ,77 ,81 ,87 ,3.27
2022340106026,0.62,76 ,75 ,90 ,85 ,75 ,76 ,77 ,83 ,80 ,87 ,3.47
2022340101019,0.98,88 ,67 ,85 ,,,69 ,86 ,85 ,86 ,70 ,2.56
2022340103008,0.44,78 ,84 ,75 ,74 ,71 ,78 ,88 ,74 ,64 ,85 ,3.15
2022340107032,0.4,68 ,86 ,75 ,75 ,75 ,73 ,85 ,62 ,79 ,84 ,3.1
2022340107030,0.83,74 ,93 ,75 ,89 ,85 ,81 ,87 ,19 ,44 ,89 ,3
2022340107024,0.4,68 ,81 ,78 ,82 ,75 ,71 ,82 ,62 ,76 ,81 ,3.08
2022340102009,0.06,87 ,79 ,76 ,85 ,76 ,54 ,86 ,64 ,85 ,78 ,3.08
2022340102033,0.66,89 ,93 ,70 ,91 ,65 ,63 ,84 ,81 ,90 ,82 ,3.33
2022340105015,0.23,64 ,85 ,67 ,81 ,70 ,55 ,81 ,70 ,72 ,90 ,2.67
2022340106010,0.64,69 ,79 ,66 ,85 ,77 ,72 ,85 ,72 ,82 ,88 ,3.28
2022340101005,0.04,72 ,80 ,71 ,89 ,68 ,68 ,84 ,68 ,72 ,85 ,3.05
2022340103033,0.89,69 ,87 ,78 ,86 ,69 ,60 ,86 ,74 ,91 ,81 ,3.2
2022340102007,0.66,77 ,77 ,71 ,82 ,74 ,77 ,79 ,79 ,93 ,73 ,3.27
2022340102025,0.61,66 ,80 ,72 ,66 ,75 ,72 ,78 ,64 ,82 ,85 ,2.87
2022340103002,0.4,70 ,81 ,82 ,74 ,63 ,73 ,84 ,80 ,77 ,89 ,3.14
2022340104013,0.52,70 ,75 ,80 ,84 ,62 ,71 ,82 ,77 ,71 ,75 ,2.98
2022340105003,0.89,91 ,89 ,71 ,91 ,96 ,19 ,90 ,70 ,80 ,83 ,3.23
2022340105010,0.28,75 ,80 ,76 ,82 ,70 ,66 ,79 ,72 ,85 ,90 ,3.19
2022340107034,0.39,45 ,78 ,82 ,53 ,78 ,68 ,77 ,70 ,80 ,83 ,2.45
2022340107023,0.99,59 ,87 ,75 ,63 ,69 ,92 ,73 ,62 ,74 ,80 ,2.57
2022340101016,0.08,60 ,72 ,78 ,78 ,86 ,63 ,90 ,63 ,82 ,78 ,2.99
2022340106033,0.08,81 ,80 ,75 ,77 ,81 ,64 ,87 ,72 ,63 ,85 ,3.11
2022340103001,0.45,75 ,78 ,75 ,80 ,82 ,71 ,75 ,70 ,74 ,86 ,3.16
2022340105029,0.64,60 ,80 ,69 ,83 ,79 ,65 ,71 ,73 ,80 ,85 ,2.97
2022340103031,0.23,74 ,95 ,66 ,85 ,62 ,60 ,83 ,60 ,66 ,85 ,2.76
2022340107017,0.52,69 ,84 ,72 ,77 ,82 ,64 ,88 ,66 ,78 ,82 ,3.09
2022340107022,0.71,56 ,81 ,76 ,74 ,70 ,72 ,81 ,81 ,71 ,85 ,2.84
2022340105033,0.8,81 ,79 ,74 ,77 ,66 ,68 ,82 ,63 ,68 ,83 ,2.89
2022340102022,0.08,57 ,78 ,75 ,74 ,75 ,68 ,86 ,78 ,71 ,85 ,2.85
2022340107016,0.68,56 ,84 ,74 ,85 ,66 ,69 ,77 ,78 ,80 ,84 ,2.93
2022340106022,0.86,70 ,75 ,69 ,83 ,80 ,60 ,89 ,72 ,76 ,85 ,3.09
2022340103034,0.51,74 ,78 ,70 ,78 ,79 ,74 ,82 ,80 ,81 ,73 ,3.21
2022340103009,0.14,77 ,76 ,63 ,86 ,60 ,65 ,71 ,68 ,55 ,78 ,2.39
2022340104034,0.6,56 ,81 ,79 ,70 ,64 ,64 ,69 ,65 ,67 ,85 ,2.33
2022340102032,0.38,67 ,77 ,76 ,70 ,61 ,71 ,79 ,83 ,87 ,77 ,2.91
2022340101031,0.09,67 ,77 ,70 ,82 ,64 ,67 ,81 ,70 ,63 ,72 ,2.65
2022340105009,0.43,70 ,73 ,75 ,71 ,62 ,70 ,75 ,71 ,76 ,87 ,2.75
2022340106021,0.5,56 ,74 ,71 ,69 ,69 ,67 ,74 ,65 ,79 ,85 ,2.48
2022340107027,0.38,82 ,74 ,82 ,86 ,68 ,71 ,76 ,60 ,68 ,81 ,2.98
2022340104015,0.02,79 ,74 ,44 ,92 ,84 ,61 ,88 ,76 ,30 ,69 ,2.63
2022340101011,1,65 ,82 ,66 ,60 ,75 ,61 ,76 ,60 ,79 ,77 ,2.46
2022340101017,0.44,73 ,67 ,70 ,70 ,61 ,80 ,72 ,73 ,67 ,77 ,2.6
2022340107020,0.34,64 ,85 ,67 ,84 ,60 ,68 ,79 ,66 ,46 ,84 ,2.52
2022340107015,0.11,69 ,78 ,68 ,70 ,80 ,51 ,81 ,60 ,77 ,86 ,2.6
2022340107013,0.96,66 ,78 ,81 ,69 ,62 ,58 ,75 ,71 ,53 ,84 ,2.15
2022340108002,0.59,63 ,74 ,77 ,80 ,61 ,60 ,77 ,67 ,76 ,87 ,2.69
2022340104014,0.31,83 ,80 ,70 ,88 ,87 ,46 ,84 ,54 ,52 ,75 ,2.5
2022340108013,0.94,65 ,81 ,60 ,76 ,77 ,56 ,83 ,65 ,53 ,88 ,2.31
2022340107019,0.49,73 ,80 ,61 ,72 ,65 ,60 ,74 ,63 ,87 ,81 ,2.62
2022340108029,0.72,64 ,66 ,66 ,62 ,54 ,60 ,75 ,67 ,78 ,87 ,2.13
2022340106034,0.36,57 ,79 ,58 ,62 ,67 ,66 ,63 ,49 ,68 ,86 ,1.76
2022340104027,0.44,72 ,80 ,66 ,77 ,61 ,60 ,82 ,70 ,64 ,78 ,2.58
2022340107008,0.93,63 ,77 ,66 ,84 ,70 ,61 ,81 ,65 ,77 ,83 ,2.81
2022340108022,0.39,64 ,81 ,71 ,77 ,65 ,61 ,70 ,63 ,70 ,88 ,2.54
2022340105004,0.68,71 ,78 ,70 ,71 ,66 ,60 ,83 ,70 ,69 ,85 ,2.69
2022340107021,0.93,58 ,80 ,64 ,86 ,74 ,65 ,69 ,64 ,67 ,84 ,2.52
2022340106012,0.11,66 ,76 ,18 ,80 ,64 ,64 ,74 ,67 ,69 ,87 ,2.45
2022340101013,0.56,72 ,88 ,66 ,80 ,70 ,47 ,63 ,64 ,56 ,78 ,2.12
2022340105008,0.06,66 ,88 ,78 ,87 ,78 ,60 ,92 ,75 ,52 ,90 ,2.91
2022340107011,0.09,61 ,75 ,66 ,79 ,73 ,73 ,86 ,78 ,63 ,79 ,2.86
2022340107001,0,84 ,85 ,66 ,87 ,88 ,54 ,88 ,60 ,72 ,85 ,3.03
2022340104028,0.02,62 ,83 ,66 ,72 ,60 ,60 ,84 ,70 ,61 ,77 ,2.41
2021340102024,0.17,27 ,76 ,64 ,39 ,73 ,68 ,55 ,65 ,81 ,83 ,1.84
2022340105023,0.5,48 ,80 ,61 ,49 ,68 ,66 ,80 ,76 ,63 ,86 ,2.09
2022340108019,0.12,65 ,81 ,60 ,75 ,64 ,54 ,67 ,69 ,56 ,82 ,1.98
2022340108026,0.86,76 ,82 ,65 ,88 ,79 ,48 ,90 ,73 ,61 ,84 ,2.85
2022340106008,0.14,69 ,72 ,60 ,82 ,83 ,33 ,85 ,73 ,75 ,85 ,2.84
2022340107031,0.4,64 ,78 ,69 ,80 ,56 ,60 ,77 ,60 ,55 ,82 ,2.07
2022340102017,0.14,54 ,79 ,68 ,62 ,57 ,60 ,74 ,69 ,76 ,76 ,1.96
2022340105011,0.65,60 ,71 ,62 ,74 ,72 ,60 ,74 ,74 ,70 ,79 ,2.48
2022340108009,0.8,60 ,83 ,62 ,61 ,54 ,68 ,79 ,74 ,49 ,84 ,2.01
2022340105002,0.68,72 ,81 ,63 ,69 ,58 ,56 ,82 ,68 ,68 ,89 ,2.19
2021340102006,0.42,60 ,77 ,53 ,53 ,49 ,45 ,76 ,49 ,54 ,87 ,1.07
2022340101028,0.73,49 ,77 ,60 ,74 ,49 ,60 ,66 ,57 ,63 ,80 ,1.64
2022340107004,0.88,55 ,76 ,58 ,66 ,60 ,56 ,64 ,63 ,54 ,81 ,1.38
2022340106006,0.85,52 ,73 ,52 ,60 ,63 ,55 ,76 ,53 ,61 ,83 ,1.46
2022340105006,0.22,68 ,78 ,60 ,65 ,50 ,56 ,68 ,65 ,60 ,82 ,1.76
2022340102002,0.56,57 ,71 ,60 ,64 ,60 ,65 ,73 ,61 ,51 ,66 ,1.61
2022340108024,0.8,71 ,77 ,62 ,90 ,66 ,27 ,79 ,71 ,61 ,80 ,2.48
2022340106014,0.95,63 ,83 ,68 ,56 ,50 ,60 ,72 ,24 ,38 ,81 ,1.41
2022340105007,0.34,64 ,80 ,15 ,61 ,53 ,53 ,76 ,54 ,60 ,80 ,1.45
2022340103021,0.62,49 ,80 ,56 ,64 ,41 ,54 ,56 ,60 ,45 ,78 ,0.93
2022340108007,0.43,52 ,60 ,63 ,60 ,55 ,47 ,72 ,60 ,35 ,83 ,1.24
2022340103020,0.62,71 ,75 ,45 ,61 ,53 ,42 ,71 ,51 ,50 ,72 ,1.2
2022340106016,0.33,62 ,78 ,60 ,69 ,49 ,39 ,64 ,66 ,60 ,85 ,1.75
2022340108012,0.2,62 ,82 ,29 ,78 ,53 ,43 ,72 ,33 ,9 ,81 ,1.49
2022340106005,0.89,64 ,66 ,61 ,65 ,57 ,38 ,66 ,48 ,63 ,77 ,1.43
2020340104026,0.92,70 ,81 ,52 ,76 ,66 ,21 ,68 ,65 ,75 ,76 ,2.17
2021340105006,0.73,60,62,42,42,64,81,18,91,42,85,1.6
2022020905015,0.83,74,77,84,84,77,75,49,75,84,75,2.97
2022130101036,0.26,75,90,70,70,61,83,72,83,70,94,2.97
2022340102005,0.4,74,80,84,84,86,46,74,98,84,85,3.25
2022340105017,0.78,95,86,95,95,99,86,94,89,95,95,4
2022340105032,0.11,74,85,69,69,60,87,50,88,69,91,2.65
2023020906003,0.25,86,93,83,83,79,93,91,83,83,86,3.85
2023020907029,0.31,92,91,89,89,85,94,86,94,89,95,4
2023020908020,0.64,88,95,83,83,78,96,87,90,83,93,3.86
2023030701008,0.23,90,90,85,85,91,92,88,88,85,90,4
2023040902023,0.89,88,85,80,80,86,93,95,89,80,84,3.83
2023040904021,0.05,85,85,82,82,83,93,88,85,82,86,3.88
2023050901018,0.81,93,95,87,87,92,97,94,83,87,85,3.98
2023050901025,0.44,92,88,89,89,87,94,93,81,89,98,3.96
2023090904022,0.56,90,84,85,85,86,78,95,88,85,91,3.91
2023090905011,0.83,88,76,81,81,69,94,73,88,81,93,3.49
2023090905028,0.65,95,93,85,85,90,97,93,88,85,91,4
2023090910007,0.95,89,94,87,87,81,95,91,83,87,92,3.94
2023090910019,0.54,92,87,89,89,97,94,95,87,89,95,4
2023090911007,0.31,95,88,87,87,84,93,86,89,87,95,3.99
2023090912002,0.65,95,93,87,87,98,94,97,81,87,91,3.96
2023090912014,0.81,87,87,80,80,71,96,92,90,80,83,3.66
2023090916027,0.24,93,94,89,89,89,94,85,74,89,94,3.9
2023091602028,0.95,87,86,91,91,66,95,86,85,91,87,3.78
2023091603020,0.67,90,81,87,87,89,94,93,78,87,82,3.88
2023100901010,0.01,86,92,89,89,92,94,91,93,89,86,4
2023140902027,0.39,89,91,93,93,84,92,77,85,93,85,3.9
2023140903011,0.25,87,86,86,86,64,89,63,90,86,79,3.46
2023150901007,0.06,90,87,87,87,71,85,85,88,87,90,3.84
2023150902001,0.74,83,87,89,89,64,95,,80,89,91,3.7
2023150903013,0.19,87,93,82,82,81,97,87,88,82,84,3.85
2023310101001,0.08,87,86,88,88,88,85,91,84,88,88,3.99
2023310101002,0.34,93,85,89,89,78,97,82,90,89,83,3.87
2023310101004,0.97,91,90,89,89,84,96,91,92,89,90,3.99
2023310101005,0.23,84,88,85,85,87,94,89,84,85,89,3.98
2023310101006,0.87,95,94,90,90,90,97,98,84,90,85,3.99
2023310101007,0.36,70,79,78,78,60,95,60,72,78,95,2.91
2023310101008,0.99,87,90,87,87,83,95,96,70,87,85,3.84
2023310101009,0.38,85,80,80,80,88,89,97,96,80,92,3.81
2023310101010,0.18,91,88,90,90,72,95,89,90,90,85,3.85
2023310101011,0.44,72,63,71,71,63,74,12,66,71,55,1.92
2023310101013,0.4,86,78,86,86,83,90,87,87,86,75,3.84
2023310101014,0.18,75,88,85,85,77,95,79,86,85,85,3.75
2023310101015,0.64,91,95,94,94,99,97,96,83,94,85,3.98
2023310101016,0.61,82,91,88,88,91,96,97,87,88,95,3.97
2023310101017,0.44,88,87,91,91,82,96,73,84,91,83,3.8
2023310101018,0.51,87,84,86,86,83,94,98,89,86,95,3.97
2023310101019,0.99,99,91,91,91,97,94,97,73,91,88,3.89
2023310101021,0.63,94,92,88,88,90,96,97,80,88,95,3.95
2023310101022,0.21,95,85,89,89,88,96,96,77,89,95,3.93
2023310101023,0.61,89,88,89,89,90,97,94,83,89,86,3.98
2023310101024,0.64,73,81,76,76,71,91,71,69,76,85,3.11
2023310101025,0.07,83,84,82,82,75,94,83,92,82,87,3.74
2023310101026,0.08,88,82,85,85,79,92,89,83,85,83,3.88
2023310101027,0.44,91,87,91,91,86,97,95,61,91,85,3.78
2023310101028,0.51,77,84,85,85,79,92,90,82,85,85,3.83
2023310102001,0.78,91,88,94,94,88,97,93,79,94,85,3.95
2023310102002,0.26,65,76,68,68,66,72,65,88,68,75,2.53
2023310102003,0.37,71,89,70,70,76,89,69,77,70,87,3.04
2023310102004,0.54,86,85,81,81,79,92,90,81,81,93,3.77
2023310102005,0.05,83,82,87,87,85,83,91,68,87,88,3.78
2023310102006,0.37,89,87,83,83,75,97,74,72,83,90,3.58
2023310102007,0.52,75,77,83,83,73,83,79,83,83,89,3.55
2023310102008,0.56,95,91,89,89,85,92,89,75,89,87,3.91
2023310102009,0.7,77,86,72,72,69,89,68,70,72,85,3
2023310102010,0.58,61,85,67,67,61,78,62,67,67,85,2.43
2023310102011,0.62,82,86,81,81,79,93,92,78,81,92,3.71
2023310102012,0.33,89,92,87,87,93,97,98,79,87,84,3.94
2023310102013,0.91,95,92,90,90,93,97,96,77,90,95,3.93
2023310102014,0.28,84,85,83,83,84,83,86,84,83,93,3.88
2023310102015,0.3,68,75,76,76,63,83,75,70,76,85,2.97
2023310102017,0.46,94,89,88,88,93,95,95,90,88,89,4
2023310102018,0.63,79,78,76,76,78,76,75,63,76,85,3.12
2023310102019,0.57,56,76,61,61,52,81,72,78,61,75,2.01
2023310102020,0.45,85,80,82,82,78,84,79,75,82,92,3.62
2023310102021,0.91,81,76,81,81,80,94,89,67,81,93,3.55
2023310102022,0.32,69,76,70,70,77,73,,80,70,85,3.04
2023310102023,0.26,70,83,52,52,60,88,57,69,52,85,1.69
2023310102024,0.07,93,89,86,86,74,94,87,64,86,81,3.65
2023310102025,0.33,83,83,78,78,69,95,79,66,78,92,3.32
2023310102026,0.34,86,91,78,78,70,94,95,73,78,87,3.5
2023310102027,0.88,89,86,83,83,75,94,86,75,83,87,3.73
2023310102028,0.6,96,86,86,86,95,96,98,63,86,85,3.8
2023310103001,0.68,81,88,85,85,80,87,83,95,85,75,3.79
2023310103002,0.7,95,85,87,87,95,94,99,61,87,85,3.78
2023310103003,0.06,79,74,74,74,84,92,81,63,74,88,3.26
2023310103004,0.27,71,79,65,65,62,85,69,79,65,76,2.62
2023310103005,0.45,84,91,73,73,86,95,83,62,73,86,3.38
2023310103006,0.05,77,86,74,74,64,88,70,64,74,91,2.98
2023310103007,0.78,89,90,90,90,76,98,95,62,90,84,3.68
2023310103008,0.76,91,88,96,96,96,92,99,52,96,95,3.64
2023310103009,0.05,82,75,89,89,74,77,84,61,89,90,3.46
2023310103010,0.25,90,93,86,86,74,95,87,66,86,76,3.62
2023310103011,0.82,92,93,89,89,88,95,98,60,89,92,3.77
2023310103012,0.46,92,71,88,88,85,72,86,60,88,81,3.49
2023310103013,0.17,62,91,69,69,69,92,79,56,69,85,2.67
2023310103015,0.02,89,94,83,83,86,91,94,62,83,88,3.73
2023310103016,0.52,86,90,75,75,72,87,76,60,75,71,3.08
2023310103017,0.54,77,87,83,83,76,95,95,98 ,83,86,3.76
2023310103018,0.94,75,79,75,75,76,90,64,99 ,75,81,3.17
2023310103019,0.92,77,88,65,65,71,93,86,98 ,65,88,3.13
2023310103020,0.63,92,91,89,89,81,97,95,96 ,89,83,3.94
2023310103021,0.29,65,79,55,55,60,83,34,97 ,55,87,1.74
2023310103022,0.49,82,83,75,75,73,90,89,98 ,75,89,3.5
2023310103023,0.99,87,92,89,89,89,95,95,96 ,89,86,4
2023310103024,0.44,67,67,64,64,65,78,46,98 ,64,86,2.28
2023310103026,0.92,81,89,81,81,88,95,79,98 ,81,85,3.77
2023310103027,0.45,75,85,80,80,70,91,88,95 ,80,78,3.52
2023310104001,0.95,82,86,77,77,77,85,69,99 ,77,95,3.45
2023310104002,0.89,88,88,85,85,80,98,97,96 ,85,85,3.94
2023310104003,0.6,82,95,88,88,88,94,89,91 ,88,84,3.96
2023310104004,0.64,92,83,81,81,73,94,91,97 ,81,91,3.72
2023310104005,0.04,77,91,63,63,56,92,81,95 ,63,90,2.73
2023310104006,0.65,90,90,80,80,98,96,98,97 ,80,95,3.84
2023310104007,0.9,89,89,87,87,86,94,87,98 ,87,92,4
2023310104008,0.78,78,88,73,73,68,99,76,92 ,73,94,3.26
2023310104009,0.29,88,87,81,81,80,82,85,97 ,81,86,3.78
2023310104010,0.8,83,93,76,76,86,96,98,96 ,76,90,3.7
2023310104011,0.36,87,88,90,90,77,98,90,87 ,90,88,3.91
2023310104012,0.8,75,86,81,81,77,79,93,96 ,81,87,3.62
2023310104013,0.62,85,87,85,85,71,92,68,98 ,85,95,3.65
2023310104014,0.31,57,79,56,56,63,83,62,99 ,56,91,1.79
2023310104015,0.64,77,85,72,72,61,76,74,96 ,72,85,3.01
2023310104016,0.79,92,91,85,85,83,96,87,86 ,85,86,3.98
2023310104017,0.06,78,81,61,61,51,85,66,94 ,61,84,2.47
2023310104018,0.24,67,88,63,63,68,93,69,82 ,63,93,2.73
2023310104019,0.64,90,90,91,91,93,94,97,77 ,91,94,3.93
2023310104020,0.76,89,94,88,88,91,93,95,87 ,88,91,4
2023310104021,0.53,80,83,72,72,62,89,65,96 ,72,88,3.04
2023310104022,0.03,90,84,73,73,87,91,75,86 ,73,89,3.5
2023310104023,0.56,92,91,92,92,87,92,97,92 ,92,92,4
2023310104024,0,88,86,79,79,71,92,76,96 ,79,87,3.55
2023310104025,0.81,88,86,81,81,90,96,92,92 ,81,87,3.87
2023310104026,0.67,77,88,75,75,71,90,68,98 ,75,92,3.26
2023310104027,0.55,90,94,90,90,85,97,99,93 ,90,95,4
2023310201001,0.21,86,86,89,89,83,86,73,93 ,89,85,3.84
2023310201002,0.93,72,79,78,78,52,80,53,92 ,78,80,2.61
2023310201003,0.19,94,95,93,93,93,95,92,91 ,93,92,4
2023310201004,0.45,93,92,92,92,95,96,80,89 ,92,91,3.94
2023310201005,0.33,90,87,88,88,87,90,79,95 ,88,84,3.92
2023310201006,0.79,85,91,84,84,69,94,75,92 ,84,90,3.67
2023310201007,0.26,69,80,79,79,66,75,61,93 ,79,85,3.03
2023310201009,0.78,91,88,85,50,56,76,67,97 ,50,,2.28
2023310201010,0.19,65,85,75,85,75,88,84,96 ,85,86,3.61
2023310201011,0.52,88,81,88,75,56,79,74,90 ,75,88,3.09
2023310201013,0.49,94,87,86,88,60,73,75,92 ,88,85,3.47
2023310201014,0.83,85,85,79,70,60,73,75,89 ,70,,3.06
2023310201015,0.42,78,81,80,86,85,90,90,86 ,86,80,3.82
2023310201016,0.97,88,79,76,79,79,89,75,89 ,79,87,3.56
2023310201017,0.08,78,88,74,80,61,72,63,90 ,80,75,2.97
2023310201018,0.31,66,96,79,76,23,85,76,89 ,76,97,3.01
2023310201019,0.22,79,85,66,74,68,87,89,89 ,74,85,3.34
2023310201020,0.33,82,77,89,79,77,94,60,84 ,79,86,3.39
2023310201021,0.89,80,96,89,66,70,92,83,81 ,66,85,3.27
2023310201022,0.28,88,91,84,89,92,74,79,94 ,89,93,3.8
2023310201023,0.63,92,95,84,89,86,94,90,82 ,89,95,3.96
2023310201024,0.18,96,95,98,84,85,96,87,93 ,84,94,3.98
2023310201025,0.79,90,92,91,84,81,96,93,93 ,84,87,3.93
2023310201026,0.17,93,88,84,98,94,98,93,92 ,98,93,3.99
2023310201027,0.95,94,98,93,91,89,91,84,92 ,91,84,3.98
2023310201028,0.69,81,89,79,84,85,92,91,91 ,84,86,3.89
2023310201029,0.48,87,91,86,93,93,99,96,91 ,93,88,4
2023310201030,0.95,86,91,92,79,80,89,86,82 ,79,88,3.77
2023310201031,0.99,95,88,92,86,82,90,88,94 ,86,82,3.94
2023310201032,0.29,78,89,72,92,86,94,93,88 ,92,87,3.83
2023310201033,0.28,85,91,90,92,96,90,97,83 ,92,85,3.98
2023310201034,0.22,92,93,93,72,74,90,87,89 ,72,87,3.56
2023310201035,0.18,74,89,73,90,86,95,84,93 ,90,91,3.79
2023310202001,0.94,86,89,88,93,94,94,94,90 ,93,84,3.99
2023310202002,0.48,89,92,91,73,77,93,75,94 ,73,92,3.51
2023310202003,0.63,83,91,84,88,89,92,92,88 ,88,89,3.97
2023310202004,0.23,93,92,88,91,92,92,91,84 ,91,85,3.99
2023310202005,0.27,74,83,76,84,90,92,83,90 ,84,85,3.77
2023310202006,0.74,92,85,90,88,91,93,98,81 ,88,95,3.96
2023310202007,0.84,90,84,84,76,65,76,65,90 ,76,85,3.21
2023310202008,0.24,92,91,89,90,89,88,92,89 ,90,95,4
2023310202009,0.93,92,88,92,84,78,85,71,81 ,84,84,3.69
2023310202010,0.18,88,88,71,89,89,94,91,85 ,89,85,3.89
2023310202011,0.93,88,75,78,92,93,97,85,93 ,92,87,3.88
2023310202012,0.46,79,86,88,71,70,87,79,94 ,71,85,3.37
2023310202013,0.15,88,85,87,78,85,70,62,90 ,78,85,3.4
2023310202014,0.86,93,91,95,88,65,86,85,88 ,88,70,3.64
2023310202015,0.5,92,88,95,87,71,77,71,82 ,87,85,3.56
2023310202016,0.74,85,80,84,95,94,94,82,94 ,95,87,3.92
2023310202017,0.93,85,85,73,95,94,89,87,89 ,95,89,3.9
2023310202018,0.21,81,86,83,84,68,78,63,90 ,84,80,3.36
2023310202019,0.21,93,96,95,73,72,90,77,66 ,73,85,3.3
2023310202020,0.02,88,81,86,83,78,87,91,94 ,83,85,3.85
2023310202021,0.98,89,88,90,95,93,96,91,73 ,95,91,3.89
2023310202022,0.92,92,89,85,86,86,92,76,87 ,86,80,3.85
2023310202023,0.66,92,90,88,90,95,92,92,94 ,90,91,4
2023310202024,0.94,97,94,93,85,81,86,87,88 ,85,88,3.95
2023310202025,0.48,87,93,87,88,86,93,81,84 ,88,87,3.95
2023310202026,0.62,82,89,89,93,95,95,99,78 ,93,93,3.91
2023310202027,0.4,90,95,83,87,88,96,88,76 ,87,87,3.9
2023310202028,0.56,91,91,96,89,86,93,80,77 ,89,83,3.85
2023310202029,0.42,74,85,73,83,92,96,84,78 ,83,74,3.58
2023310202030,0.08,87,89,86,96,85,94,86,73 ,96,76,3.81
2023310202031,0.53,74,86,75,73,63,89,81,87 ,73,82,3.21
2023310202032,0.16,95,96,89,86,85,95,85,96 ,86,85,4
2023310202033,0.3,84,93,87,75,63,94,74,92 ,75,91,3.38
2023310202034,0.54,91,90,87,89,81,97,94,91 ,89,95,3.95
2023310202035,0.33,92,94,85,87,80,94,82,88 ,87,95,3.91
2023310203001,0.12,65,85,81,87,79,99,90,74 ,87,82,3.59
2023310203002,0.24,87,88,84,85,73,96,91,85 ,85,86,3.86
2023310203003,0.99,72,81,77,81,64,88,72,91 ,81,89,3.31
2023310203004,0.81,51,85,60,84,71,85,83,83 ,84,95,3.21
2023310203005,0.66,87,85,85,77,56,90,55,86 ,77,76,2.82
2023310203006,0.26,86,79,91,60,44,80,52,84 ,60,74,2.29
2023310203007,0.33,86,87,92,85,89,88,77,85 ,85,92,3.91
2023310203008,0.57,88,89,87,91,75,93,74,76 ,91,91,3.68
2023310203009,0.49,75,80,62,92,87,85,88,88 ,92,89,3.69
2023310203010,0.87,96,95,97,87,86,85,93,89 ,87,85,4
2023310203011,0.83,84,83,76,62,61,86,46,87 ,62,81,2.59
2023310203012,0.84,83,67,83,97,92,94,97,80 ,97,86,3.8
2023310203013,0.85,73,89,82,76,75,90,79,89 ,76,80,3.43
2023310203014,0.44,78,82,72,83,73,68,71,99 ,83,79,3.22
2023310203015,0.83,80,78,92,82,69,88,95,74 ,82,82,3.53
2023310203016,0.3,92,92,90,72,67,90,64,95 ,72,89,3.25
2023310203017,0.06,86,91,81,92,87,80,81,82 ,92,89,3.84
2023310203018,0.53,93,85,94,90,91,95,93,84 ,90,84,3.98
2023310203019,0.61,96,92,91,81,81,91,83,93 ,81,89,3.84
2023310203020,0.7,85,89,91,94,93,93,98,77 ,94,91,3.93
2023310203021,0.81,71,81,74,91,90,92,94,93 ,91,89,3.76
2023310203022,0.48,90,92,93,91,82,88,82,45 ,91,89,3.57
2023310203023,0.72,93,95,93,74,71,77,61,78 ,74,87,3.15
2023310203024,0.93,80,90,77,93,89,94,95,80 ,93,88,3.85
2023310203025,0.84,97,94,96,93,91,97,93,89 ,93,92,4
2023310203026,0.08,85,89,72,77,45,80,39,84 ,77,90,2.73
2023310203027,0.13,76,82,75,96,96,96,93,92 ,96,83,3.8
2023310203028,0.45,84,86,93,72,81,85,73,90 ,72,82,3.47
2023310203029,0.56,95,88,89,75,76,81,95,92 ,75,85,3.61
2023310203030,0.7,89,87,82,93,80,85,81,87 ,93,90,3.87
2023310203031,0.57,89,80,69,89,86,84,90,83 ,89,89,3.81
2023310203032,0.79,81,91,71,82,87,94,91,94 ,82,78,3.72
2023310203033,0.66,81,90,84,69,60,92,62,78 ,69,84,2.96
2023310203034,0.32,95,93,92,71,69,85,71,94 ,71,91,3.33
2023310203035,0.62,93,95,95,84,65,96,64,80 ,84,87,3.46
2023310204001,0.01,89,91,91,92,92,95,86,93 ,92,85,4
